233.484211	1724.035751	141.770591
234.365887	356.785959	261.359037
80.901386	81.145061	86.029253
73.610558	1631.834228	77.228494
123.736434	1255.297036	211.453282
62.742389	940.906462	228.535673
9.499459	238.545660	190.051052
105.643833	487.358494	398.979805
1.188780	1853.710299	345.526731
154.918456	277.853506	16.772186
168.632378	954.095906	142.916972
338.646129	1503.528829	377.792714
203.121093	1431.909670	302.423848
262.721375	1458.681691	325.208802
155.747132	1493.425109	427.311042
201.812012	918.294645	111.905111
343.212216	1427.140646	419.628567
53.819512	977.772756	136.529942
316.428151	656.423583	107.847890
301.327744	1898.582592	326.869120
101.283731	1041.337720	157.490128
281.682976	1511.282584	438.239143
93.540041	222.723777	374.639227
335.314012	1353.726904	429.441994
286.360901	704.764527	173.246530
66.580771	287.631966	146.103250
322.928763	1052.955436	95.765444
151.756471	1142.218170	428.885035
39.950967	1699.573412	93.947231
34.871602	909.929464	234.119775
173.842671	1461.190142	468.811928
162.899555	1584.551069	366.389020
280.910374	385.614048	474.097166
212.191092	353.839630	363.552355
303.670682	1693.098741	184.839480
355.147662	145.162533	143.030651
106.850699	1026.124138	179.383552
243.903760	185.341824	425.807898
235.275124	911.237368	484.093593
192.668290	269.663551	25.341630
224.414021	1494.809164	394.183759
82.236224	940.471182	137.329048
188.405699	1519.447890	301.547526
4.588452	1368.236613	52.251859
304.611810	1629.737444	40.445433
51.955750	1431.562656	217.260756
66.499346	1573.494295	261.621502
287.489491	103.567001	62.805010
118.804344	1908.734232	226.398519
61.553221	313.755992	499.440210
309.811712	1467.559641	266.683006
276.226225	1001.977226	322.518698
231.785624	1346.934823	380.400727
202.057020	1543.999886	496.845314
163.729724	1011.260019	484.402362
321.373610	444.722866	468.671773
255.894899	394.831802	454.876115
247.643195	490.535188	70.601181
52.296770	247.201269	466.396838
3.434862	525.936191	59.349539
323.266638	956.443299	457.107902
329.932600	1091.255553	1.200921
119.346101	965.899540	2.183950
252.902287	903.057080	247.309182
185.522425	842.941943	309.202865
249.115769	220.945465	314.848718
177.578621	164.316200	194.703495
58.203272	1199.137923	40.813741
129.310913	1183.704286	43.635840
349.993042	1850.028763	483.968812
88.228920	353.470875	182.618093
151.397250	1058.353962	227.107717
260.331091	1543.309067	277.545540
29.485982	53.182340	349.679950
102.931122	1676.940527	242.476490
105.434402	1472.769015	262.740457
207.010599	184.834394	338.781543
178.983814	1448.687858	10.668428
30.873031	370.322796	4.939447
354.447190	318.910626	466.761865
341.405405	519.854846	183.874069
234.983528	501.195820	135.479602
214.689161	1717.080477	380.348204
37.987908	1687.978459	228.618394
234.291675	1756.404715	322.224954
233.646187	123.592958	376.748390
192.589345	1786.216685	393.966868
295.717025	1006.621982	3.484135
17.147637	1068.952580	407.256968
340.664666	1029.973203	126.727039
115.959156	1624.434538	7.554672
158.616758	1607.505955	397.921550
116.346430	1446.499319	13.212341
201.116932	796.555283	128.041076
224.643185	454.352988	204.636226
105.923485	1897.915446	408.030936
306.516429	733.946155	342.048742
223.294200	682.960802	362.685813
9.482628	1312.112949	242.194520
299.882517	1298.546102	68.006626
145.882770	1218.339191	67.395632
161.853700	1271.132900	346.504192
339.071822	1478.423063	182.386874
34.278047	741.832169	207.738690
