303.338872	1892.432913	96.239632
265.108287	1394.580046	384.023357
339.611281	502.174617	467.291202
317.572137	421.243469	190.411205
263.011891	731.845860	154.158682
76.982667	1157.518177	379.128466
197.128306	1690.493386	213.434549
218.415616	1997.502497	344.573934
252.479775	252.030816	240.133180
316.232068	1544.412503	155.060011
358.417307	1418.437389	484.517875
20.927514	1095.590858	149.888583
116.134064	972.324049	20.506681
10.188888	326.691087	225.282343
256.724467	601.348657	357.608066
268.336204	1788.447642	88.402581
335.174261	898.345092	451.431958
154.167234	1403.432447	99.659456
152.714820	1404.994512	349.624951
198.384711	1745.067967	376.139716
165.939290	674.046180	359.426232
275.963950	1237.273723	253.389651
137.103550	1761.541579	239.781208
357.701179	620.955006	383.413728
52.428097	1706.835326	182.246659
274.649330	787.742187	412.426419
101.352288	1877.968057	442.296961
8.264040	340.752806	192.665253
355.206957	1757.167178	123.340203
20.278008	616.919205	218.321519
180.096242	1648.272531	255.619647
206.112815	350.243946	162.238059
205.875049	1836.312674	98.379557
212.568060	988.072179	83.280299
348.971621	461.961520	114.283729
303.708368	1635.423134	173.987616
260.362334	1938.004536	68.131090
77.247931	664.643788	492.252094
248.882578	1352.061470	124.385301
347.188990	781.938154	124.536780
191.302498	1252.391794	65.816686
212.592125	1878.659252	424.371253
329.530373	1347.170222	77.113695
250.194045	1910.329590	436.670398
19.313539	1643.014190	464.368087
324.807081	853.474627	441.086090
39.834336	906.044882	263.101145
293.584576	265.183170	482.594395
88.073511	1893.521721	53.985442
17.674270	1230.543576	400.481992
174.646241	289.282128	144.997642
9.356554	228.909707	66.308100
122.999503	1292.859394	152.114047
211.994482	310.099768	493.805551
135.658677	1685.141170	327.820577
117.093306	597.570141	322.604419
291.601356	740.470645	369.978664
181.697858	637.202441	454.187139
351.536247	1331.637581	453.899170
315.981758	1976.681031	146.709723
162.879320	125.724925	387.129362
243.832012	1607.644237	282.670884
297.619622	1149.136281	252.135134
78.900268	1693.686362	472.669850
225.893853	1972.028681	50.824267
289.538256	1324.065460	308.609532
121.218434	1975.644507	46.781280
6.553094	1801.778175	192.950710
324.649067	1590.074278	295.092325
152.739326	1190.245763	24.395488
80.836114	669.902403	323.923678
167.942463	269.513757	126.612129
178.585181	257.240613	209.070058
152.648082	1304.751896	226.901632
111.921507	1185.516236	331.124426
